雨 に,濡れて
濡れて,冷たく なった
冷たく なった,私
私 の,手
手 を,温めて くれた
温めて くれた,
ソフトウェア 開発 に は,存在 し
アジャイル 開発 と,呼ば れる
呼ば れる,技法
技法 が,存在 し
存在 し,もの
その,中
中 の,手法
手法 の,一 つ
一 つ が,もの
この,振り返り
振り返り と,いう
いう,もの
もの だ,
南 くん,
IoT と,呼ば れる
呼ば れる,もの
ありとあらゆる,もの
もの が,繋がって しまう
インターネット に,繋がって しまう
繋がって しまう,時代
時代,
うん,美味しい
美味しい ね,
朱美 ちゃん,ありがとう
ありがとう,
もっとも,話して ない
会社 の,人
人 に は,話して ない
誰 に も,話して ない
話して ない けど,
外 から,見た
見た,様相
様相 も,感じ し ない
特に,新しい
新しい,感じ し ない
感じ し ない は,
そんな,風
風 に,考えたら
考えたら,思えて きた
さっき まで,思えて きた
くよくよ,思えて きた
して た,こと
こと が,思えて きた
あほらしく,思えて きた
思えて きた,
こんな,萌 夢 ちゃん
萌 夢 ちゃん を,見て いる
見て いる と,体現 して いた
思わず,守って あげ たく なって しまう
守って あげ たく なって しまう ような,それ
それ を,体現 して いた
体現 して いた,
私 は,座り 込んで しまった
思わず,座り 込んで しまった
床 に,座り 込んで しまった
ぺ たん と,座り 込んで しまった
座り 込んで しまった,
だから,やろ
仲良く,やろ
やろ,
それ,１ 本 ちょうだい
１ 本 ちょうだい,
なにやら,想像 する
想像 する だけ で,怖い
ちょっと,怖い
怖い,
それにひきかえ,いえば
私 は と,いえば
いえば,前向きで いる こと できる
まだ,前向きで いる こと できる
前向きで いる こと できる が,
だから,出して
早く,出して
ここ から,出して
出して よ,
大丈夫だ よ,お 兄ちゃん
お 兄ちゃん,
ただ,聴こえて くる
部屋 の,中
中 は,聴こえて くる
ぐすんぐすん と,いう
いう,声
声 だけ が,聴こえて くる
聴こえて くる,
さっき から,言って る
言って る,言って る
うち って,言って る
誰 の,家
家 の,こと
こと を,言って る
言って る の,
南 が,苗字 なくて
苗字 なくて な ので は,苗字
立川 が,苗字
苗字 だ,
この,部屋
部屋 は,もの しれ ない
萌 夢 ちゃん の,性格
性格,もの しれ ない
その,もの しれ ない
もの しれ ない な の かも,
私 は,まとめた
なぜ,騒が れて いる
今 AI が,騒が れて いる
騒が れて いる の か と,いう
いう,南 くん
点,南 くん
南 くん は,まとめた
AI の,仕組み
仕組み と は,もの
どんな,もの
もの か と,いう
いう,点
点 を,まとめた
なるべく,まとめた
コンパクト に,まとめた
まとめた つもりだった,
する と,差し出した
南 くん は,差し出した
どこ か から,持って きた
持って きた,もの
丸い,もの
もの を,差し出した
私 の,前
前 に,差し出した
差し出した,
そして,金曜日
突如,告げ られた の
その,案件
案件 の,終了
終了 を,告げ られた の
告げ られた の が,金曜日
先週 の,金曜日
金曜日 だった,
だって,もん
僕 は,綺麗だ
朱美 ちゃん,綺麗だ
綺麗だ と,思って る
思って る,もん
もん,
へー,そう
そう な んだ,
結局,片付け られ ない
会議 室 は,片付け られ ない
片付け られ ない まま,帰って しまった
そのまま,帰って しまった
帰って しまった んだ よ ね,
そもそも,考える
AI を,使って
使って,上げる
本 の,売上
売上 を,上げる
上げる って,考える
どういう,こと
こと な んだろう,そもそも
そもそも,考える
それ,考える
本当 に,考える
IT 技術 者 が,考える
考える べき,内容
内容 な んだろう か,
間もなく,迎えよう して いる
正午 を,迎えよう して いる
迎えよう して いる と,東海道 線 東京 駅 ホーム
東海道 線 東京 駅 ホーム,
南 くん は,遊んで いる
笑い ながら,遊んで いる
完全に,遊んで いる
私 の,顔
顔 で,遊んで いる
遊んで いる,
わたし,笹尾 先輩
笹尾 先輩 の,こと
こと を,調べる
調べる,以外
以外 は,ない
あまり,ない
興味 が,ない
ない から,
頼む から,南 くん
そこ で,黙ら
黙ら ないで よ,南 くん
南 くん,
私 と,南 くん
南 くん,畠山 課長
畠山 課長 の,３ 人
３ 人 は,集まった
いつも の,窓
小さな,窓
窓 の,ない
ない,会議 室
会議 室 に,集まった
集まった,
萌 夢 の,やつ
やつ が,言う
いっつも,とろろ 芋
とろろ 芋 って,言う
言う から,変えて ある
反応 する,キーワード
キーワード を,変えて ある
トロロン に,変えて ある
変えて ある んだ,
私 は,言わ れる
南 くん や,萌 夢 ちゃん
萌 夢 ちゃん に,言わ れる
綺麗 と か,言わ れる
なんとか,言わ れる
とやかく,言わ れる
言わ れる,
オーケードアヲセ,
朱美 ちゃん,寝ぼけて る
いつも,寝ぼけて る
寝ぼけて る んだ から,
ちょっと,落ち着いたら
落ち着いたら,
朱美 ちゃん,
私 や,会社
会社 の,人 達
人 達 に も,黙って
黙って,作業 して た の
こそこそ,作業 して た の
作業 して た の は,こと
この,対応
対応 の,こと
こと だった の ね,
深層 学習 です か,
ただし,した
味付け だけ は,した
やはり,手伝った
私 が,手伝った
手伝った,ほう
ほう が,正解
正解 な,気
気 も,した
した,
彼女,なくて
なくて,朱美 ちゃん
朱美 ちゃん だ よ,
ブーブー,
と,いう
いう か,萌 夢
トロロ の,名付け親
名付け親 は,僕 なくて
僕 なくて じゃ,萌 夢
萌 夢 だ ね,
怖い なくて と か じゃ,認識 する ない
そういう,可能 性
可能 性 も,ある
ある べきだ って,認識 する ない
ちゃんと,認識 する ない
誰 でも,認識 する ない
認識 する ない べきじゃ か な って,
ドア を,開ける
開ける と,あった
開いた,先
先 の,AI スピーカー
すぐ,管理 して いる
手元 に,管理 して いる
この,部屋
部屋 を,管理 して いる
管理 して いる と,いう
いう,AI スピーカー
黒い,AI スピーカー
真 四角の,AI スピーカー
媒体,AI スピーカー
AI スピーカー,タイタン
タイタン が,あった
あった,
だって,もん
そんな の は,見つけて
自分 で,見つけて
見つけて,もん
なんぼ だ,もん
もん,
とろろ 芋 を,のせ
少し だけ,のせ
スプーン に,のせ
のせ,運ぶ
それ 同時に と,運ぶ
カレー と,ご飯
ご飯 も,運ぶ
一緒に,運ぶ
口 へ,運ぶ
運ぶ と,求めて きた
間もなく,求めて きた
萌 夢 ちゃん が,求めて きた
その,感想
感想 を,求めて きた
求めて きた,
私 の,アパート
アパート は,ある
駅 から,見る
見る と,方角
西 の,方角
方角 だ から,ある
同じ,最寄 駅
最寄 駅 と は,言え
言え,ある
やや,違う
違う,場所
場所 に,ある
ある,
まぁ,難しい しれ ない
難しい しれ ない の かも けど,
次の,案件
案件 は,して もらう
南 くん と,組んで
組んで,して もらう
作業 を,して もらう
して もらう,
サツエイセイコウ,
大丈夫,
そう,走る
東京 都 近郊 を,走る
走る,モノレール
モノレール の,同姓同名
駅名 と,同姓同名
同姓同名 だった,
わたし,部屋
部屋 の,中
中 に,閉じ こめ られちゃ った
閉じ こめ られちゃ った よ,
ン って,大変な
ゆう,発音
発音 を,学習 して くれ なくて
なかなか,学習 して くれ なくて
学習 して くれ なくて,大変な
大変な んだ けど,追加 して くれる
もう,ちょっと
ちょっと,良く なったら
反応 が,良く なったら
良く なったら,追加 して くれる
トロロ に,追加 して
選択 メニュー を,追加 して
追加 して,反応 して くれる
トロロン でも,反応 して くれる
反応 して くれる ように,追加 して くれる
お 兄ちゃん が,追加 して くれる
機能 を,追加 して くれる
追加 して くれる って,
あんな,カメラ
小さな,カメラ
カメラ の,レンズ
レンズ と,睨めっこ して る
睨めっこ して る から,ダメな ない
ダメな ない んじゃ か って,思って
思って,
どんな,時
時 に,開放 する
ポート を,開放 する
開放 する か と,いえば
いえば,許可 する
たとえば,構築 した
自宅 に,構築 した
Web サーバー を,構築 した
構築 した,場合
場合,許可 する
その,アクセス
アクセス を,許可 する
許可 する,ため
ため に,開放 する
80 番 ポート を,開放 する
開放 する,
萌 夢 ちゃん が,語り かける
可愛い,声
声 で,語り かける
ドア に,語り かける
語り かける,
ここ は,13 階
オフィス ビル の,13 階
13 階,
ようするに,何
AI スピーカー だ から こそ,何
できる,何
何 か だ よ ね,
今 は,向く ない
ただ,向く ない
前 を,向く ない
向く ない しか のだ から,
そもそも,本気で
本気で,本気だ して
言って る んだろう か,もし
もし,本気だ して
それ が,本気だ して
仮に,本気だ して
本気だ して と,して くる
どうしても,受け止め られ ない
それ を,受け止め られ ない
素直に,受け止め られ ない
受け止め られ ない,私
私 は,情けない
実のところ,情けない
ただ,情けない
情けない だけ の ような,気
気 も,して くる
して くる,
もっとも,さ れて ない
その,対策
対策 が,終わった
終わった ばかりで,テスト 中
まだ,テスト 中
テスト 中 と,いう
いう,段階
段階 だ から,さ れて ない
公 に は,さ れて ない
さ れて ない けど ね,
そっ か,せい
きっと,せい
その,せい
せい だ,
はい,
階段 を,登り
登り,なって いる
それほど,広く ない
広く ない,通路
通路 の,突き当たり
突き当たり が,なって いる
萌 夢 ちゃん の,部屋
部屋 に,なって いる
なって いる らしい,
モユモ,キョウハゲンキゲンキ
キョウハゲンキゲンキ,
その,辺り
辺り は,設計 して いる
南 くん も,抜かり なく
抜かり なく,確実に
確実に,適用 さ れる
修正 パッチ が,適用 さ れる
適用 さ れる,よう
よう,設計 して いる
設計 して いる のだった,
こんなに,可愛らしい
可愛らしい,萌 夢 ちゃん
萌 夢 ちゃん を,放って おけ ない
やっぱ,し
し,放って おけ ない
放って おけ ない は,
正直,言う
言う と,して いる
深入り する と,して
とにかく,大変 そうな
大変 そうな,感じ
感じ が,して
して,して いる
今日 は,して いる
カレー だけ,食べたら
食べたら,帰り たい
早く,帰り たい
帰り たい,気
気 も,して いる
して いる,
ブーブー,
うん,同情 する
流石 に,同情 する
今回 ばかり は,同情 する
南 くん の,方
方 に,同情 する
同情 する よ,
でも,こと ない
AI を,使って
使って,できる
何 が,できる
できる か って,提案 した
要するに,提案 した
今日 の,打ち合わせ
打ち合わせ で,提案 した
提案 した,こと ない
こと ない じゃ か な,
開発 者 が,守り きれ ない
どれ だけ,意識 して いて
セキュリティー を,意識 して いて
意識 して いて も,守り きれ ない
どうしても,守り きれ ない
守り きれ ない,場合
場合 が,ある
ある,
それ でも,起きた
私 は,起きた
やっぱり,起きた
何 が,起きた
起きた か,整理 できて なかった
まだ,整理 できて なかった
整理 できて なかった,
なんだ,
それ より,欲しい
わたし 朱美 さん の,欲しい
写真,欲しい
欲しい,
うん,言い たい
南 くん が,言い たい
言い たい,こと
こと は,わかった
よく,わかった
わかった よ,
南 くん の,声
声 に,驚いて
驚いて,押さ れて いた
気 が,ついた
ついた,とき
とき に は,押さ れて いた
シャッター が,押さ れて いた
押さ れて いた,
週 末,感じ
ずっと,感じ
そんな,感じ
感じ だった と,いう
いう,こと
こと か,
南 くん に,とって
とって,ウィークポイント しれ ない
萌 夢 ちゃん は,ウィークポイント しれ ない
最大の,ウィークポイント しれ ない
ウィークポイント しれ ない な の かも,
1412 番 ポート,話
その,番号
番号 が,話
マスコミ に,よって
よって,報道 さ れた の
報道 さ れた の は,話
つい,話
昨日 の,話
話 だった,
却下,
それ に,いい
今日 は,３ 人 分
３ 人 分 だ し,いい
ちょうど,いい
いい か な って,
案の定 と も,いう
いう べき か,響いて いた
南 くん の,声
熱い,声
声 が,響いて いた
会議 室 に,響いて いた
響いて いた,
いつも は,食べる
もう,少し
少し,食べる
食べる けど,十分だった
今日 は,十分だった
これ で,十分だった
十分だった,
ねぇ,たまら ない
萌 夢 ちゃん,きっと
きっと,たまら ない
南 くん は,たまら ない
萌 夢 ちゃん の,こと
こと,たまら ない
心配で,たまら ない
たまら ない から,厳しく なる
時 に,厳しく なる
厳しく なる も んだ よ,
ごめん,却下
やっぱり,却下
却下,
萌 夢 ちゃん が,答えて くれた
笑顔 で,答えて くれた
答えて くれた が,疑った
私 は,疑った
思わず,疑った
自分 の,耳
耳 を,疑った
疑った,
とはいうものの,選択 した
自分 の,名前
名前 の,著作 権
著作 権 なんて,主張 できる はず なく
主張 できる はず なく も,選択 した
結局,呼ば れる
南 くん と,呼ば れる
呼ば れる,こと
こと を,選択 した
選択 した ようだ,
カシャ,
いや,ない
その,必要
必要 は,ない
ない よ,
今月 末 まで に,使って
AI を,使って
使って,決めて いく
具体 的に,決めて いく
何 を,する
する か を,決めて いく
決めて いく,
誰 も,確認 する
使って い ない,こと
こと を,確認 する
確認 する と,閉め
会議 室 の,ドア
ドア を,閉め
閉め,篭もる こと した
私 は,篭もる こと した
ひと 足,お 先
お 先 に,篭もる こと した
その,会議 室
会議 室 に,篭もる こと した
篭もる こと した に,
今 の,私
私,顔
きっと,すごく
すごく,嫌な
嫌な,顔
顔 を,して る
して る,
だが,同じだった
しかし,同じだった
堪忍 袋 の,緒
緒 が,切れた の
切れた の は,同じだった
萌 夢 ちゃん も,同じだった
同じだった ようだ,
この,人
人 は,
しかし,感じ られた
今日 の,打ち合わせ
打ち合わせ で は,伝える
私 達 が,伝える
その,話
話 を,伝える
ちゃんと,伝える
伝える,前
前 に,感じ られた
言葉 が,遮ら れて しまった
遮ら れて しまった ように も,感じ られた
感じ られた,
さすが に,抱いた
その,点
点 に,ついて
ついて は,抱いた
共感 を,抱いた
抱いた,
タイタン が,喋り 出した の
勝手に,喋り 出した の
喋り 出した の は,こと
まもなく の,こと
こと だった,
うん,そう
そう だ ね,
今日 から,６ 月
６ 月 と,いう
いう,金曜日
金曜日,
そこ から,１ 時間 ほど
１ 時間 ほど,向かった
昼 休み と,して
して,向かった
１４ 時 から,予約 する
いつも の,会議 室
会議 室 を,予約 する
予約 する と,向かった
南 くん は,向かった
近く の,食堂
食堂 へ,向かった
向かった,
あ,うん
うん,
でも,頼ま れちゃ
今日 は,頼ま れちゃ
萌 夢 が,遅く なる
帰り,遅く なる
遅く なる から って,頼ま れちゃ
夕食,作る
作る の,頼ま れちゃ
頼ま れちゃ って ね,
AI を,使えば
使えば,降って くる
お 金 が,降って くる
降って くる,思わ れて いた しれ ない
そんな,風
風 に,思わ れて いた しれ ない
思わ れて いた しれ ない の かも,
朱美 さん に,見せて あげる
わたし の,自慢
自慢 の,AI スピーカー
AI スピーカー を,見せて あげる
見せて あげる,
その,電源
電源 が,切れる
切れる,音 ともに
音 ともに と,静かに なった
タイタン は,静かに なった
静かに なった,
でも,上手な
その,女子 大 生
女子 大 生,上手な
ものすごく,活用 する の
AI を,活用 する の
活用 する の が,上手な
上手な んです,
する と,済ませた
レジ で,済ませた
会計 を,済ませた
済ませた,南 くん
南 くん が,出した
ひょいと,出した
顔 を,出した
出した,
南 くん や,萌 夢 ちゃん
萌 夢 ちゃん は,ダメダメ
綺麗 と か,ダメダメ
言う けど,ダメダメ
本当の,私
私 は,そんな の ない
そんな の ない じゃ し,ダメダメ
何 を,やって
やって も,ダメダメ
ダメダメ だ し,
たしか,押し切った の
トロロ って,提案 して
名前 を,提案 して
提案 して,押し切った の
そのまま,押し切った の
押し切った の は,南 くん
南 くん だった よ ね,
とろろ 芋 が,最後で
最後で,全て
買う,もの
もの は,全て
これ で,全て
全て だった ようだ,
よほど,好きな
好きな のだろう,
畠山 課長,
やっと,開いた〜
開いた〜,
それ で,仲直り できた
萌 夢 ちゃん と は,仲直り できた
仲直り できた の,
畠山 課長 は,まとめて いった
ホワイトボード に,まとめて いった
今後 の,スケジュール
スケジュール を,まとめて いった
まとめて いった,
なんとなく,
萌 夢 ちゃん の,部屋
部屋 の,ドア
ドア に は,部分
ノブ の,上
上 の,部分
部分 に,設置 さ れて いた
小さな,カメラ
カメラ の,レンズ
レンズ が,設置 さ れて いた
設置 さ れて いた,
それ は,部分 あった
明らかに,無視 し 続けて る
私 が,無視 し 続けて る
無視 し 続けて る,部分 あった
部分 あった で も,
朱美 さん,ファイト
ファイト です,
ハロー,ドアヲセジョウシテ
タイタン,ドアヲセジョウシテ
ドアヲセジョウシテ,
まして や,今日
今日 みたいに,閉じ 込め られて しまう
自分 の,妹
妹 が,閉じ 込め られて しまう
部屋 に,閉じ 込め られて しまう
閉じ 込め られて しまう なんて,
朱美 ちゃん て さ,勿体 ない な〜って
そんなに,して る
綺麗な,して る
顔,して る
して る のに,して る
いつも,な さ そうな
自信,な さ そうな
な さ そうな,して る
顔,して る
して る し,勿体 ない な〜って
なんだか,勿体 ない な〜って
勿体 ない な〜って,
そういった,ところ
絶妙な,ところ
ところ に,なされて いる
きめ細かい,配慮
配慮 が,なされて いる
なされて いる ように,感じ られる
感じ られる,
南 くん,ねっ
その,メモ
メモ も,ねっ
さすが に,ねっ
全然,違う
違う から,ねっ
ねっ,
ありがとう,朱美 さん
朱美 さん,
あんな,南 くん
南 くん,見 たし
私 は,見 たし
今日,見 たし
初めて,見 たし
見 たし,
もっとも,一致 して しまって いる
駅名 に,存在 する ない
姓 なんて,存在 する ない
もの は,存在 する ない
存在 する ない はず けども,一致 して しまって いる
一 語,一 句
一 句,箇所
意味 の,切れる
切れる,箇所
箇所 まで,一致 して しまって いる
見事な まで に,一致 して しまって いる
一致 して しまって いる のだ,
これ だけ の,星
星 を,つなぐ こと 出来たら
全部,つなぐ こと 出来たら
線 で,つなぐ こと 出来たら
つなぐ こと 出来たら が,なる
どれ だけ,なる
明るい,夜
夜 に,なる
なる のだろう,
萌 夢 が,開けた ない
1412 番 ポート を,開けた ない
開けた ない んじゃ って,言う
言う ん なら,いう
誰 が,開けた
開けた って,いう
いう んだ よ,
これ が,手法
深層 学習 の,手法
基本 的な,手法
手法 だ,
カメラ の,レンズ
レンズ を,覗き 込む
覗き 込む,私
私,
Try : 顧客 の,作って ほしい
作って ほしい,もの
もの を,聞き 出す
ちゃんと,聞き 出す
聞き 出す,
ふと,見る
横 を,見る
見る と,メモ して いた
南 くん は,メモ して いた
とりあえず,メモ して いた
出版 社 と だけ,メモ して いた
ノート に,メモ して いた
メモ して いた,
この,街
街 は,安い
家賃 が,安い
関東 近郊 でも,安い
比較的,安い
安い から だろう か,いる
社 内 に は,いる
他 に も,いる
同じ,人
最寄 駅 の,人
人 が,いる
いる,
その,ため
ため,閉じた
市販 の,ルーター
ルーター など で は,閉じた
完全に,閉じた
全て の,ポート 番号
ポート 番号 が,閉じた
閉じた,状態
状態 で,売ら れて いる
売ら れて いる,ケース
ケース が,殆ど
殆ど だ,
お 兄ちゃん が,思って る
萌 夢 ちゃん の,こと
こと,思って る
大切に,思って る
思って る と,いう
いう,こと
こと は,認めて あげて いい ない
認めて あげて いい ない も んじゃ か な,
そう,
今日 は,帰る
私,帰る
帰る ね,
ホーム に は,待って いた
傘 を,持った
持った,大勢
大勢 の,人
人 が,待って いた
次の,東海道 線 下り 電車
東海道 線 下り 電車 を,待って いた
待って いた,
なぜ,却下
却下 か と,いえば
いえば,落とし 込める
三上 部長 の,話
話 を,聞いた して
聞いた して と も,落とし 込める
ひたすら,語ら れて しまい そうで
夢 物語 ばかり,語ら れて しまい そうで
語ら れて しまい そうで,落とし 込める
私 達 が,説明 する
クライアント に,説明 する
説明 する,レベル
レベル まで,落とし 込める
落とし 込める,自信
自信 が,なかった
なかった から だ,
クライアント と の,打ち合わせ
最初の,打ち合わせ
打ち合わせ は,金曜日
今週 の,金曜日
金曜日,
だから だ よ,
いつも の,お 弁当 屋 さん
お 弁当 屋 さん で,買う
弁当,買う
買う,
どうやら,推した
吉川 さん を,推した
南 くん の,教育 係
教育 係 に,推した
推した,三上 部長
三上 部長 の,判断
判断 は,正しかった
正しかった と,いう
いう わけ か,
すぐ,隣
隣 で は,祝福 して くれる
得意 満面 の,笑み
笑み で,祝福 して くれる
南 くん が,祝福 して くれる
祝福 して くれる,
つまり,動作 する こと 出来 ない
タイタン に,感染 する
感染 する,ワーム
ワーム,プランキッド
プランキッド と,いう の
いう の は,動作 する こと 出来 ない
タイタン と,同じ
同じ,OS
OS の,上
上 で しか,動作 する こと 出来 ない
動作 する こと 出来 ない が,
僕 は,調べて おく
もう,少し
少し,調べて おく
プランキッド の,こと
こと,調べて おく
調べて おく から,よろしく
後 は,よろしく
よろしく ね,
よく,見る
見る と,いう
そんな,馬鹿な
馬鹿な と,いう
いう ような,顔
驚いた,顔
顔 を,して いる
して いる,
まだ,ある いえ
あと,２ 週間
２ 週間,ある いえ
ある いえ と は,厳しい
方向 性 だけ は,厳しい
決めて おき たかった のに,厳しい
さすが に,厳しい
この,調子
調子 だ と,厳しい
厳しい な,
とりあえず,線 表
今週 の,線 表
線 表,
こっち に,映る
映る,朱美 ちゃん
朱美 ちゃん の,方
方 が,素敵だ
絶対 に,素敵だ
素敵だ から,
これ ら の,センサー
センサー が,接続 さ れて いる
全 てこ の,AI スピーカー
AI スピーカー,タイタン
タイタン と,接続 さ れて いる
接続 さ れて いる と,いう
いう,こと
こと だろう か,
ちなみに,して いた
南 くん は,して いた
まだ,して いた
ノート PC と,睨めっこ
睨めっこ を,して いた
して いた,
これ が,主張
南 くん の,主張
主張 だった ようだ,
と,呟いた
南 くん は,呟いた
下 を,向き
向き ながら,呟いた
ぼそぼそ っと,呟いた
呟いた,
朱美 ちゃん,うち
うち は,そっち ない
そっち ない じゃ よ,
そのまま,進んじゃ った
学習 が,進んじゃ った
進んじゃ った らしくて,めんどくさく なった
気づいたら,修正 する の
トロロ って,修正 する の
キーワード に しか,反応 し なく なって て
反応 し なく なって て ね,その後
その後,修正 する の
修正 する の も,めんどくさく なった
めんどくさく なった から,なっちゃ った
結局,なっちゃ った
そのまま,なっちゃ った
トロロ って,なっちゃ った
名前 に,なっちゃ った
なっちゃ った の,
もう,聞いて
そんなに,余って る ない
時間 が,余って る ない
余って る ない わけじゃ んだ から,聞いて
お 願い だ から,聞いて
素直に,聞いて
私 の,話
話 を,聞いて
聞いて,
まぁ,もう
もう,少し
少し,味わう
味わう に は,する
あと,少し
少し だけ,欲しかった
とろろ 芋 が,欲しかった
欲しかった,気
気 も,する
する けど ね,
なに,言って る
言って る の,1412 番 ポート
お 兄ちゃん わたし,1412 番 ポート
1412 番 ポート が,開いて た
開いて た なんて,知ら なかった
全然,知ら なかった
知ら なかった し,申し訳なかった
もちろん,開けた
開けた,記憶
記憶 だって,巻き 込んで
ない よ,確かに
確かに,巻き 込んで
朱美 さん,巻き 込んで
巻き 込んで,申し訳なかった
申し訳なかった けど,ない
こんな,風
風 に,ぶた れる
ぶた れる,筋合い
筋合い なんて,ない
わたし に は,ない
ない,
それにしても,こと
南 くん,こと
私 に,対して
対して の,態度
態度 と,態度
萌 夢 ちゃん に,対して
対して の,態度
態度,こと
明らかに,ない
全然,ない
違う から,ない
本当に,ない
違和感 しか,ない
ない んだ けど,こと
それ くらい,思って いる
萌 夢 ちゃん の,こと
こと を,思って いる
大切に,思って いる
思って いる って,こと
こと だ よ ね,
会議 室 に,入った
入った,とき
とき に,感じた
感じた,動揺
動揺 は,消え失せて いる
その,時
時 に は,消え失せて いる
もう,消え失せて いる
消え失せて いる,こと
こと が,わかった
わかった,
ちょっと,待って
待って,
どうやら,既定 路線
それ は,既定 路線
最初 から,既定 路線
既定 路線 だった らしい,
私 の,胸
胸 の,内
内 に,こみ上げて くる
ぐっと,こみ上げて くる
こみ上げて くる,もの
もの が,あった
あった けど,飲み 込む こと した
今 は,飲み 込む こと した
それ を,飲み 込む こと した
飲み 込む こと した に,
製品 化 の,話
話 が,出て きた の
出て きた の は,ため
南 くん が,完成 さ せて
トロロ を,完成 さ せて
完成 さ せて,ため
その,出来
出来 が,良かった
あまりに も,良かった
良かった,ため
ため,
は〜い,
朱美 ちゃん を,困ら せる の
これ 以上,困ら せる の
困ら せる の は,やめ なさい
やめ なさい,
その,瞬間
瞬間,過ぎ った
私 は,嫌な
ふと,嫌な
嫌な,予感
予感 が,過ぎ った
頭 の,中
中 を,過ぎ った
過ぎ った,
こうして,開けた
壮絶な,兄妹 喧嘩
兄妹 喧嘩 が,開けた
幕 を,開けた
開けた,
私 は,後ずさり して しまう
思わず,後ずさり して しまう
後ずさり して しまう,
ありがとう,南 くん
南 くん,
と,いう
いう より,西 洋風
この,近辺
近辺,西 洋風
なんで,西 洋風
南 くん の,家
家 だけ,西 洋風
西 洋風 な んだろう,
でも,南 くん
南 くん,
出版 社 です か,
AI スピーカー って,管理 しよう して る
今では,管理 しよう して る
部屋 中 の,もの
あらゆる,もの
もの を,管理 しよう して る
管理 しよう して る と,
どう,みて
みて も,感じ ない
寂し さ しか,感じ ない
感じ ない,小 皿 あった
小 皿 あった で は けど,
なんで,きつね
きつね な んだろう と,いう
いう,点
点 は,さておき
さておき,違う の
私 の,部屋
部屋 と,違う の
違う の は,もの
可愛い,もの
もの で,点
彩ら れて る,点
点 だった,
カシャ,
どうやら,素直な しれ ない
南 くん って,素直な しれ ない
思って いた より は,素直な しれ ない
ずっと,素直な しれ ない
素直な しれ ない の かも,
これ が,昼食
私 の,昼食
昼食,
はぁー,悲しい
なんだか,悲しい
悲しい,
この,無責任 上司
無責任 上司 が〜,
萌 夢 の,タイタン
タイタン に も,適用 して ある
僕 が,適用 して ある
今朝 の,うち
うち に,適用 して ある
適用 して ある から,動か ない
もう,動か ない
プランキッド は,動か ない
動か ない,
だけど,あった
何度 か,やって いく
やって いく,うち
うち に,慣れて きて
慣れて きて,立った
後 で,思い出して
この,振り返り
振り返り の,こと
こと を,思い出して
思い出して,立った
役 に,立った
立った と,思う
思う,こと
こと は,あった
何 回 か,あった
あった,
ほら,綺麗でしょ
綺麗でしょ,
拡散 して いる,人
人,
この,萌 夢
萌 夢 の,認証 システム
認証 システム,笑顔 ない
実は,笑顔 ない
その,顔
顔 が,笑顔 ない
笑顔 ない じゃ と,認証 して くれ ない
そもそも,認証 して くれ ない
認証 して くれ ない んだ,
南 くん と は,同じ
同じ,常連 さん
店 の,常連 さん
常連 さん だった と,いう
いう わけだ,
お 兄ちゃん,
つまり,言う の
プランキッド を,操作 して いる
操作 して いる,人
人 が,言う の
悪い,人
人 だったら,言う の
何 が,起きる
起きる って,言う の
言う の,
だって,泣き顔
朱美 ちゃん って,綺麗な
いつも,綺麗な
綺麗な,泣き顔
泣き顔 ばかり だ から,
身体 が,硬直 して いる
硬直 して いる か の ようで,動く こと 出来 なかった
椅子 に,座った
座った まま,動く こと 出来 なかった
動く こと 出来 なかった が,
私 は,思い出した
先週 の,金曜日
金曜日 に,思い出した
南 くん が,残って いた の
終電 の,時間
時間 まで,残って いた の
残って いた の を,思い出した
今更 ながら,思い出した
思い出した,
ちょっと〜,
だって,話だし
製品 化 なんて,作ら れた
トロロ が,できた
できた,後
後 から,作ら れた
作ら れた,話だし
話だし,
わ〜い,カレー 大好き〜
カレー 大好き〜,
うん,
する と,して きた
南 くん は,して きた
困り 果てた,私
私 を,あざ笑う
あざ笑う か の,よう
よう に,して きた
次 の ような,話
話 を,して きた
して きた,
え,こと
それ って,こと
いったい,こと
どういう,こと
こと,
それにしても,盛ら れて いた
どん だけ,思える
萌 夢 ちゃん は,比較 する の
とろろ 芋 が,比較 する の
大好きな んだろう,私
私 の,それ
それ と は,比較 する の
比較 する の も,思える
馬鹿らしく,思える
思える,ほど
ほど で,盛ら れて いた
萌 夢 ちゃん の,とろろ 芋
とろろ 芋 は,盛ら れて いた
中 皿,一 杯 分
一 杯 分 くらい は,盛ら れて いた
盛ら れて いた,
それ って,意味
どういう,意味
意味 よ,
ところで,い ない
朱美 さん に は,い ない
彼氏 って,い ない
い ない んです か,
なに,これ
これ,
私 は,書いて みた
思った,とおり
とおり の,こと
こと を,書いて みた
素直に,書いて みた
書いて みた,
小さな,カメラ
カメラ の,レンズ
レンズ に は,写って いる
私 の,顔
どう,ない
し よう も,ない
ない,顔
顔 が,写って いる
写って いる,
今日 の,打ち合わせ
打ち合わせ で,明か ない
これ で は,明か ない
埒 が,明か ない
明か ない と,感じた
感じた,私
私 は,聞き 出して いた
次回 の,打ち合わせ
打ち合わせ まで に,考える
考える べき,宿題
宿題 を,聞き 出して いた
クライアント から,聞き 出して いた
聞き 出して いた,
南 くん の,言う
言う ように,わから ない
この,顔
顔 の,私
私 が,綺麗な
綺麗な の か は,わから ない
よく,わから ない
わから ない,
私 は,一口
まずは,一口
